学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
geography,2010,zhejiang,independent,9,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2010/2010年高考地理试卷（浙江）（解析卷）.docx
chemistry,2020,beijing,independent,18,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2020/2020年高考化学试卷（北京）（解析卷）.docx
chinese,2021,national,new_gaokao_ii,13,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2021/2021年高考语文试卷（新高考Ⅱ卷）（解析卷）.docx
chemistry,2025,national,independent,19,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2025/2025年高考化学试卷（黑吉辽蒙卷）（解析卷）.docx
politics,2023,hebei,independent,16,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2023/2023年高考政治试卷（河北）（解析卷）.docx
english,2022,beijing,independent,14,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（北京）（机考 无听力）（解析卷）.docx
physics,2015,anhui,independent,5,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（安徽）（解析卷）.docx
chinese,2014,tianjin,independent,8,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（天津）（解析卷）.docx
english,2021,national,new_gaokao_ii,35,0,4,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2021/2021年高考英语试卷（新高考Ⅱ卷）（解析卷）.docx
history,2013,shanghai,independent,0,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2013/2013年高考历史试卷（上海）（答案）.docx
physics,2016,beijing,independent,9,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2016/2016年高考物理试卷（北京）（解析卷）.docx
biology,2018,shanghai,independent,0,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2018/2018年高考生物试卷（上海）（答案卷）.docx
math,2012,shanghai,independent,4,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2012/2012年高考数学试卷（文）（上海）（解析卷）.docx
english,2009,tianjin,independent,56,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2009/2009年高考英语试卷（天津）（解析卷）.docx
physics,2009,hainan,independent,7,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2009/2009年高考物理试卷（海南）（解析卷）.docx
politics,2021,hunan,independent,16,0,4,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2021/2021年高考政治试卷（湖南）（解析卷）.docx
politics,2025,national,independent,16,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2025/2025年高考政治试卷（黑吉辽蒙卷）（解析卷）.docx
physics,2017,beijing,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2017/2017年高考物理试卷（北京）（解析卷）.docx
chinese,2017,national,national_iii,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2017/2017年高考语文试卷（新课标Ⅲ卷）（解析卷）.docx
politics,2021,guangdong,independent,16,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2021/2021年高考政治试卷（广东）（解析卷）.docx
chemistry,2019,zhejiang,independent,16,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2019/2019年高考化学试卷（浙江）【1月】（解析卷）.docx
chemistry,2019,national,national_iii,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2019/2019年高考化学试卷（新课标Ⅲ）（解析卷）.docx
chemistry,2023,fujian,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2023/2023年高考化学试卷（福建）（解析卷）.docx
biology,2012,zhejiang,independent,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2012/2012年高考生物试卷（浙江）（解析卷）.docx
biology,2013,guangdong,independent,1,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（广东）（解析卷）.docx
politics,2013,shanghai,independent,0,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（上海）（答案）.docx
math,2010,shandong,independent,1,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2010/2010年高考数学试卷（文）（山东）（解析卷）.docx
history,2010,beijing,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2010/2010年高考历史试卷（北京）（解析卷）.docx
history,2010,shandong,independent,3,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2010/2010年高考历史试卷（山东）（解析卷）.docx
history,2010,guangdong,independent,3,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2010/2010年高考历史试卷（广东）（解析卷）.docx
politics,2023,fujian,independent,15,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2023/2023年高考政治试卷（福建）（解析卷）.docx
politics,2016,tianjin,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（天津）（解析卷）.docx
politics,2016,shanghai,independent,20,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（上海）（解析）.docx
history,2011,shandong,independent,1,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2011/2011年高考历史试卷（山东）（解析卷）.docx
english,2022,zhejiang,independent,31,0,3,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（浙江）（1月）（解析卷）.docx
english,2022,national,new_gaokao_ii,37,0,3,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（新高考Ⅱ卷）（解析卷）.docx
history,2015,shandong,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（山东）（解析卷）.docx
physics,2018,beijing,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2018/2018年高考物理试卷（北京）（解析卷）.docx
english,2008,guangdong,independent,15,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2008/2008年高考英语试卷（广东）（解析卷）.docx
math,2012,anhui,independent,0,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2012/2012年高考数学试卷（文）（安徽）（解析卷）.docx
english,2018,beijing,independent,30,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2018/2018年高考英语试卷（北京）（机考 无听力）（解析卷）.docx
physics,2008,tianjin,independent,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2008/2008年高考物理真题（天津）（解析卷）.docx
history,2025,national,independent,16,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2025/2025年高考历史试卷（黑吉辽蒙卷）（解析卷）.docx
chinese,2015,tianjin,independent,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（天津）（解析卷）.docx
physics,2009,sichuan,independent,7,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2009/2009年高考物理真题（四川）（解析卷）.docx
history,2024,liaoning,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（辽宁）（解析卷）.docx
history,2015,jiangsu,independent,19,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（江苏）（解析卷卷）   .docx
politics,2012,tianjin,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（天津）（解析卷）.docx
geography,2023,fujian,independent,14,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（福建）（解析卷）.docx
politics,2010,tianjin,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2010/2010年高考政治试卷（天津）（解析卷）.docx
history,2024,shandong,independent,15,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2024/2024年高考历史试卷（山东）（解析卷）.docx
politics,2010,sichuan,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2010/2010年高考政治试卷（四川）（解析卷）.docx
english,2009,shanghai,independent,31,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2009/2009年高考英语试卷（上海）（秋考）（解析卷）.docx
biology,2010,shandong,independent,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2010/2010年高考生物政治（山东）（解析卷）.docx
english,2015,beijing,independent,29,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2015/2015年高考英语试卷（北京）（解析卷）.docx
physics,2025,national,independent,11,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2025/2025年高考物理试卷（黑吉辽蒙卷）（解析卷）.docx
biology,2023,guangdong,independent,20,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（广东）（解析卷）.docx
history,2023,jiangsu,independent,13,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（江苏）（解析卷）.docx
english,2020,jiangsu,independent,51,0,3,19,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2020/2020年高考英语试卷（江苏）（解析卷）   .docx
biology,2008,shandong,independent,8,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2008/2008年高考生物政治（山东）（解析卷）.docx
english,2016,beijing,independent,29,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2016/2016年高考英语试卷（北京）（解析卷）.docx
chinese,2013,beijing,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（北京）（解析卷）.docx
politics,2013,beijing,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（北京）（解析卷）.docx
biology,2010,beijing,independent,12,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2010/2010年高考生物试卷（北京）（解析卷）.docx
english,2013,tianjin,independent,34,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2013/2013年高考英语试卷（天津）（解析卷）.docx
chemistry,2024,liaoning,independent,19,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（辽宁）（解析卷）.docx
biology,2012,beijing,independent,6,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（北京）（解析卷）.docx
physics,2013,beijing,independent,9,0,3,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2013/2013年高考物理试卷（北京）（解析卷）.docx
english,2010,zhejiang,independent,73,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2010/2010年高考英语试卷（浙江）（解析卷）.docx
math,2024,tianjin,independent,15,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2024/2024年高考数学试卷（天津）（解析卷）.docx
chinese,2014,beijing,independent,8,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（北京）（解析卷）.docx
chinese,2014,jiangsu,independent,6,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（江苏）（解析卷）   .docx
chemistry,2021,tianjin,independent,16,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2021/2021年高考化学试卷（天津）（解析卷）.docx
math,2015,hubei,independent,17,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2015/2015年高考数学试卷（文）（湖北）（解析卷）.docx
chemistry,2020,zhejiang,independent,31,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2020/2020年高考化学试卷（浙江）【1月】（解析卷）.docx
math,2015,shanghai,independent,4,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2015/2015年高考数学试卷（文）（上海）（解析卷）.docx
physics,2013,zhejiang,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2013/2013年高考物理试卷（浙江）（解析卷）.docx
chemistry,2018,national,national_ii,7,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2018/2018年高考化学试卷（新课标Ⅱ）（解析卷）.docx
chinese,2023,national,national_b,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2023/2023年高考语文试卷（全国乙卷）（解析卷）.docx
chemistry,2015,shandong,independent,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2015/2015年高考化学试卷（山东）（解析卷）.docx
physics,2015,zhejiang,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（浙江）【10月】（解析卷）.docx
chemistry,2012,sichuan,independent,2,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（四川）（解析卷）.docx
english,2014,beijing,independent,31,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（北京）（解析卷）.docx
chemistry,2009,shanghai,independent,3,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2009/2009年高考化学试卷（上海）（解析卷）.docx
english,2014,zhejiang,independent,37,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（浙江）（解析卷）.docx
physics,2019,beijing,independent,9,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2019/2019年高考物理试卷（北京）（解析卷）.docx
english,2018,tianjin,independent,20,0,2,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2018/2018年高考英语试卷（天津）（解析卷）.docx
physics,2020,shanghai,independent,16,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2020/2020年高考物理试卷（上海）（解析卷）.docx
history,2025,hunan,independent,6,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2025/2025年湖南省新高考历史高考真题（解析版）.docx
biology,2023,liaoning,independent,23,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（辽宁）（解析卷）.docx
english,2019,national,national_iii,35,0,2,19,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2019/2019年高考英语试卷（新课标Ⅲ卷）（解析卷）.docx
biology,2023,beijing,independent,21,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（北京）（解析卷）.docx
politics,2008,zhejiang,independent,11,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2008/2008年高考政治试卷（浙江）（解析卷）.docx
politics,2009,sichuan,independent,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2009/2009年高考政治试卷（四川）（解析卷）.docx
biology,2022,shandong,independent,24,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2022/2022年高考生物试卷（山东）（解析卷）.docx
biology,2021,hubei,independent,23,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2021/2021年高考生物试卷（湖北）（解析卷）.docx
politics,2010,guangdong,independent,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2010/2010年高考政治试卷（广东）（解析卷）.docx
politics,2010,zhejiang,independent,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2010/2010年高考政治试卷（浙江）（解析卷）.docx
politics,2011,sichuan,independent,13,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2011/2011年高考政治试卷（四川）（解析卷）.docx
politics,2011,tianjin,independent,10,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2011/2011年高考政治试卷（天津）（解析卷）.docx
politics,2011,zhejiang,independent,11,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2011/2011年高考政治试卷（浙江）（解析卷）.docx
geography,2020,shanghai,independent,20,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2020/2020年高考地理试题（上海）（解析卷）.docx
biology,2020,zhejiang,independent,30,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2020/2020年高考生物试卷（浙江）【1月】（解析卷）.docx
politics,2013,national,national_i,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（新课标Ⅰ）（解析卷）.docx
politics,2013,national,national_ii,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（新课标Ⅱ）（解析卷）.docx
politics,2013,zhejiang,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（浙江）（解析卷）.docx
politics,2024,guangxi,independent,16,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2024/2024年高考政治试卷（广西）（解析卷）.docx
history,2014,shanghai,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（上海）（答案）.docx
history,2013,shandong,independent,8,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2013/2013年高考历史试卷（山东）（解析卷）.docx
politics,2024,hebei,independent,16,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2024/2024年高考政治试卷（河北）（解析卷）.docx
geography,2018,national,national_ii,9,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2018/2018年高考地理试卷（新课标Ⅱ）（解析卷）.docx
english,2022,national,new_gaokao_i,38,0,2,22,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2022/2022年高考英语试卷（新高考Ⅰ卷）（解析卷）.docx
geography,2008,sichuan,independent,10,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2008/2008年高考地理试卷（四川）（解析卷）.docx
politics,2016,national,national_ii,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（新课标Ⅱ）（解析卷）.docx
politics,2016,national,national_iii,12,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（新课标Ⅲ）（解析卷）.docx
history,2009,tianjin,independent,5,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2009/2009年高考历史试卷（天津）（解析卷）.docx
geography,2010,sichuan,independent,10,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2010/2010年高考地理试卷（四川）（解析卷）.docx
biology,2013,tianjin,independent,6,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（天津）（解析卷）.docx
biology,2012,shanghai,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（上海）（解析卷）.docx
geography,2012,sichuan,independent,0,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2012/2012年高考地理试卷（四川）（解析卷）.docx
politics,2020,beijing,independent,15,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2020/2020年高考政治试卷（北京）（解析卷）.docx
politics,2020,shandong,independent,15,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2020/2020年高考政治试卷（山东）（解析卷）.docx
biology,2011,shandong,independent,6,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2011/2011年高考生物政治（山东）（解析卷）.docx
politics,2021,hebei,independent,15,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2021/2021年高考政治试卷（河北）（解析卷）.docx
politics,2022,zhejiang,independent,14,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2022/2022年高考政治试卷（浙江）（1月）（解析卷）.docx
geography,2017,zhejiang,independent,27,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2017/2017年高考地理试卷（浙江）（11月）（解析卷）.docx
math,2025,tianjin,independent,15,0,2,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2025/2025年高考数学试卷（天津）（解析卷）.docx
chemistry,2022,liaoning,independent,17,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2022/2022年高考化学试卷（辽宁）（解析卷）.docx
english,2019,national,national_i,35,0,1,19,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2019/2019年高考英语试卷（新课标Ⅰ卷）（解析卷）.docx
english,2019,tianjin,independent,19,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2019/2019年高考英语试卷（天津）（解析卷）.docx
math,2021,tianjin,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2021/2021年高考数学试卷（天津）（解析卷）.docx
history,2017,national,national_iii,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2017/2017年高考历史试卷（新课标Ⅲ）（解析卷）.docx
chinese,2009,hunan,independent,9,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2009/2009年高考语文试卷（湖南）（解析卷）.docx
history,2017,national,national_i,10,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2017/2017年高考历史试卷（新课标Ⅰ）（解析卷）.docx
biology,2024,tianjin,independent,13,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2024/2024年高考生物试卷（天津）（解析卷）.docx
biology,2010,tianjin,independent,5,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2010/2010年高考生物试卷（天津）（解析卷）.docx
