省份,年份,学科,数学类型,试卷类型,预期目录,预期文件名,预期路径,当前路径
"山西","2015","政治","","national_i","山西高考","2015年山西高考政治试卷原卷版.pdf","山西高考/2015年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"山西","2016","文科数学","arts","national_i","山西高考","2016年山西高考文科数学试卷原卷版.pdf","山西高考/2016年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"山西","2016","理科数学","science","national_i","山西高考","2016年山西高考理科数学试卷原卷版.pdf","山西高考/2016年山西高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"山西","2016","政治","","national_i","山西高考","2016年山西高考政治试卷原卷版.pdf","山西高考/2016年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"山西","2017","文科数学","arts","national_i","山西高考","2017年山西高考文科数学试卷原卷版.pdf","山西高考/2017年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"山西","2017","理科数学","science","national_i","山西高考","2017年山西高考理科数学试卷原卷版.pdf","山西高考/2017年山西高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"山西","2017","政治","","national_i","山西高考","2017年山西高考政治试卷原卷版.pdf","山西高考/2017年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"山西","2018","文科数学","arts","national_i","山西高考","2018年山西高考文科数学试卷原卷版.pdf","山西高考/2018年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"山西","2018","理科数学","science","national_i","山西高考","2018年山西高考理科数学试卷原卷版.pdf","山西高考/2018年山西高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"山西","2018","政治","","national_i","山西高考","2018年山西高考政治试卷原卷版.pdf","山西高考/2018年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"山西","2019","文科数学","arts","national_i","山西高考","2019年山西高考文科数学试卷原卷版.pdf","山西高考/2019年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"山西","2019","理科数学","science","national_i","山西高考","2019年山西高考理科数学试卷原卷版.pdf","山西高考/2019年山西高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"山西","2019","政治","","national_i","山西高考","2019年山西高考政治试卷原卷版.pdf","山西高考/2019年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"山西","2020","文科数学","arts","national_i","山西高考","2020年山西高考文科数学试卷原卷版.pdf","山西高考/2020年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"山西","2020","理科数学","science","national_i","山西高考","2020年山西高考理科数学试卷原卷版.pdf","山西高考/2020年山西高考理科数学试卷原卷版.pdf",""
"山西","2020","政治","","national_i","山西高考","2020年山西高考政治试卷原卷版.pdf","山西高考/2020年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"山西","2021","文科数学","arts","national_i","山西高考","2021年山西高考文科数学试卷原卷版.pdf","山西高考/2021年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"山西","2021","理科数学","science","national_i","山西高考","2021年山西高考理科数学试卷原卷版.pdf","山西高考/2021年山西高考理科数学试卷原卷版.pdf",""
"山西","2021","政治","","national_i","山西高考","2021年山西高考政治试卷原卷版.pdf","山西高考/2021年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"山西","2022","文科数学","arts","national_b","山西高考","2022年山西高考文科数学试卷原卷版.pdf","山西高考/2022年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"山西","2022","理科数学","science","national_b","山西高考","2022年山西高考理科数学试卷原卷版.pdf","山西高考/2022年山西高考理科数学试卷原卷版.pdf",""
"山西","2022","政治","","national_b","山西高考","2022年山西高考政治试卷原卷版.pdf","山西高考/2022年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"山西","2023","文科数学","arts","national_b","山西高考","2023年山西高考文科数学试卷原卷版.pdf","山西高考/2023年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"山西","2023","理科数学","science","national_b","山西高考","2023年山西高考理科数学试卷原卷版.pdf","山西高考/2023年山西高考理科数学试卷原卷版.pdf",""
"山西","2023","政治","","national_b","山西高考","2023年山西高考政治试卷原卷版.pdf","山西高考/2023年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"山西","2024","文科数学","arts","national_b","山西高考","2024年山西高考文科数学试卷原卷版.pdf","山西高考/2024年山西高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"山西","2024","理科数学","science","national_b","山西高考","2024年山西高考理科数学试卷原卷版.pdf","山西高考/2024年山西高考理科数学试卷原卷版.pdf",""
"山西","2024","政治","","national_b","山西高考","2024年山西高考政治试卷原卷版.pdf","山西高考/2024年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"山西","2025","生物","","independent","山西高考","2025年山西高考生物试卷原卷版.pdf","山西高考/2025年山西高考生物试卷原卷版.pdf","6. 北京高考生物2008-2025\.cache.2025高考北京卷生物真题试卷（原卷版）.pdf"
"山西","2025","化学","","independent","山西高考","2025年山西高考化学试卷原卷版.pdf","山西高考/2025年山西高考化学试卷原卷版.pdf","5. 河南高考化学2008-2025\2025年高考河南化学卷完整版-2d81063ee36c.pdf"
"山西","2025","地理","","independent","山西高考","2025年山西高考地理试卷原卷版.pdf","山西高考/2025年山西高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025\2025年北京高考地理真题（原卷版）.docx"
"山西","2025","历史","","independent","山西高考","2025年山西高考历史试卷原卷版.pdf","山西高考/2025年山西高考历史试卷原卷版.pdf","7. 北京高考历史2008-2025\2025年北京高考历史真题（原卷版）.docx"
"山西","2025","政治","","independent","山西高考","2025年山西高考政治试卷原卷版.pdf","山西高考/2025年山西高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2025北京高考政治试题（原卷版）.docx"
"四川","2008","文科数学","arts","national_ii","四川高考","2008年四川高考文科数学试卷原卷版.pdf","四川高考/2008年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2008","理科数学","science","national_ii","四川高考","2008年四川高考理科数学试卷原卷版.pdf","四川高考/2008年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2008","政治","","national_ii","四川高考","2008年四川高考政治试卷原卷版.pdf","四川高考/2008年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"四川","2009","文科数学","arts","national_ii","四川高考","2009年四川高考文科数学试卷原卷版.pdf","四川高考/2009年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2009","理科数学","science","national_ii","四川高考","2009年四川高考理科数学试卷原卷版.pdf","四川高考/2009年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2009","政治","","national_ii","四川高考","2009年四川高考政治试卷原卷版.pdf","四川高考/2009年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"四川","2010","文科数学","arts","national_ii","四川高考","2010年四川高考文科数学试卷原卷版.pdf","四川高考/2010年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2010","理科数学","science","national_ii","四川高考","2010年四川高考理科数学试卷原卷版.pdf","四川高考/2010年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2010","政治","","national_ii","四川高考","2010年四川高考政治试卷原卷版.pdf","四川高考/2010年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"四川","2011","文科数学","arts","national_ii","四川高考","2011年四川高考文科数学试卷原卷版.pdf","四川高考/2011年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2011","理科数学","science","national_ii","四川高考","2011年四川高考理科数学试卷原卷版.pdf","四川高考/2011年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2011","政治","","national_ii","四川高考","2011年四川高考政治试卷原卷版.pdf","四川高考/2011年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"四川","2012","文科数学","arts","national_ii","四川高考","2012年四川高考文科数学试卷原卷版.pdf","四川高考/2012年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2012","理科数学","science","national_ii","四川高考","2012年四川高考理科数学试卷原卷版.pdf","四川高考/2012年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2012","政治","","national_ii","四川高考","2012年四川高考政治试卷原卷版.pdf","四川高考/2012年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"四川","2013","文科数学","arts","national_ii","四川高考","2013年四川高考文科数学试卷原卷版.pdf","四川高考/2013年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2013","理科数学","science","national_ii","四川高考","2013年四川高考理科数学试卷原卷版.pdf","四川高考/2013年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2013","政治","","national_ii","四川高考","2013年四川高考政治试卷原卷版.pdf","四川高考/2013年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"四川","2014","文科数学","arts","national_ii","四川高考","2014年四川高考文科数学试卷原卷版.pdf","四川高考/2014年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2014","理科数学","science","national_ii","四川高考","2014年四川高考理科数学试卷原卷版.pdf","四川高考/2014年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2014","政治","","national_ii","四川高考","2014年四川高考政治试卷原卷版.pdf","四川高考/2014年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"四川","2015","文科数学","arts","national_ii","四川高考","2015年四川高考文科数学试卷原卷版.pdf","四川高考/2015年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2015","理科数学","science","national_ii","四川高考","2015年四川高考理科数学试卷原卷版.pdf","四川高考/2015年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2015","政治","","national_ii","四川高考","2015年四川高考政治试卷原卷版.pdf","四川高考/2015年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"四川","2016","文科数学","arts","national_iii","四川高考","2016年四川高考文科数学试卷原卷版.pdf","四川高考/2016年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2016","理科数学","science","national_iii","四川高考","2016年四川高考理科数学试卷原卷版.pdf","四川高考/2016年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2016","政治","","national_iii","四川高考","2016年四川高考政治试卷原卷版.pdf","四川高考/2016年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"四川","2017","文科数学","arts","national_iii","四川高考","2017年四川高考文科数学试卷原卷版.pdf","四川高考/2017年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2017","理科数学","science","national_iii","四川高考","2017年四川高考理科数学试卷原卷版.pdf","四川高考/2017年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2017","政治","","national_iii","四川高考","2017年四川高考政治试卷原卷版.pdf","四川高考/2017年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"四川","2018","文科数学","arts","national_iii","四川高考","2018年四川高考文科数学试卷原卷版.pdf","四川高考/2018年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2018","理科数学","science","national_iii","四川高考","2018年四川高考理科数学试卷原卷版.pdf","四川高考/2018年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2018","政治","","national_iii","四川高考","2018年四川高考政治试卷原卷版.pdf","四川高考/2018年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"四川","2019","文科数学","arts","national_iii","四川高考","2019年四川高考文科数学试卷原卷版.pdf","四川高考/2019年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"四川","2019","理科数学","science","national_iii","四川高考","2019年四川高考理科数学试卷原卷版.pdf","四川高考/2019年四川高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2019年北京高考数学试卷（理科）（原卷版）.doc"
"四川","2019","政治","","national_iii","四川高考","2019年四川高考政治试卷原卷版.pdf","四川高考/2019年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"四川","2020","文科数学","arts","national_iii","四川高考","2020年四川高考文科数学试卷原卷版.pdf","四川高考/2020年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"四川","2020","理科数学","science","national_iii","四川高考","2020年四川高考理科数学试卷原卷版.pdf","四川高考/2020年四川高考理科数学试卷原卷版.pdf",""
"四川","2020","政治","","national_iii","四川高考","2020年四川高考政治试卷原卷版.pdf","四川高考/2020年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"四川","2021","文科数学","arts","national_iii","四川高考","2021年四川高考文科数学试卷原卷版.pdf","四川高考/2021年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"四川","2021","理科数学","science","national_iii","四川高考","2021年四川高考理科数学试卷原卷版.pdf","四川高考/2021年四川高考理科数学试卷原卷版.pdf",""
"四川","2021","政治","","national_iii","四川高考","2021年四川高考政治试卷原卷版.pdf","四川高考/2021年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"四川","2022","文科数学","arts","national_a","四川高考","2022年四川高考文科数学试卷原卷版.pdf","四川高考/2022年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"四川","2022","理科数学","science","national_a","四川高考","2022年四川高考理科数学试卷原卷版.pdf","四川高考/2022年四川高考理科数学试卷原卷版.pdf",""
"四川","2022","政治","","national_a","四川高考","2022年四川高考政治试卷原卷版.pdf","四川高考/2022年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"四川","2023","文科数学","arts","national_a","四川高考","2023年四川高考文科数学试卷原卷版.pdf","四川高考/2023年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"四川","2023","理科数学","science","national_a","四川高考","2023年四川高考理科数学试卷原卷版.pdf","四川高考/2023年四川高考理科数学试卷原卷版.pdf",""
"四川","2023","政治","","national_a","四川高考","2023年四川高考政治试卷原卷版.pdf","四川高考/2023年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"四川","2024","文科数学","arts","national_a","四川高考","2024年四川高考文科数学试卷原卷版.pdf","四川高考/2024年四川高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"四川","2024","理科数学","science","national_a","四川高考","2024年四川高考理科数学试卷原卷版.pdf","四川高考/2024年四川高考理科数学试卷原卷版.pdf",""
"四川","2024","政治","","national_a","四川高考","2024年四川高考政治试卷原卷版.pdf","四川高考/2024年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"四川","2025","生物","","independent","四川高考","2025年四川高考生物试卷原卷版.pdf","四川高考/2025年四川高考生物试卷原卷版.pdf","6. 北京高考生物2008-2025\.cache.2025高考北京卷生物真题试卷（原卷版）.pdf"
"四川","2025","化学","","independent","四川高考","2025年四川高考化学试卷原卷版.pdf","四川高考/2025年四川高考化学试卷原卷版.pdf","5. 北京高考化学2008-2025\.cache.2025年北京高考真题化学试题（原卷版）.pdf"
"四川","2025","历史","","independent","四川高考","2025年四川高考历史试卷原卷版.pdf","四川高考/2025年四川高考历史试卷原卷版.pdf","7. 北京高考历史2008-2025\2025年北京高考历史真题（原卷版）.docx"
"四川","2025","数学","unified","new_gaokao_ii","四川高考","2025年四川高考数学试卷原卷版.pdf","四川高考/2025年四川高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2025年高考北京数学真题（原卷版）.docx"
"四川","2025","政治","","independent","四川高考","2025年四川高考政治试卷原卷版.pdf","四川高考/2025年四川高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2025北京高考政治试题（原卷版）.docx"
"天津","2008","文科数学","arts","independent","天津高考","2008年天津高考文科数学试卷原卷版.pdf","天津高考/2008年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2008","理科数学","science","independent","天津高考","2008年天津高考理科数学试卷原卷版.pdf","天津高考/2008年天津高考理科数学试卷原卷版.pdf",""
"天津","2008","政治","","independent","天津高考","2008年天津高考政治试卷原卷版.pdf","天津高考/2008年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"天津","2009","文科数学","arts","independent","天津高考","2009年天津高考文科数学试卷原卷版.pdf","天津高考/2009年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2009","理科数学","science","independent","天津高考","2009年天津高考理科数学试卷原卷版.pdf","天津高考/2009年天津高考理科数学试卷原卷版.pdf",""
"天津","2009","政治","","independent","天津高考","2009年天津高考政治试卷原卷版.pdf","天津高考/2009年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"天津","2010","文科数学","arts","independent","天津高考","2010年天津高考文科数学试卷原卷版.pdf","天津高考/2010年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2010","理科数学","science","independent","天津高考","2010年天津高考理科数学试卷原卷版.pdf","天津高考/2010年天津高考理科数学试卷原卷版.pdf",""
"天津","2010","政治","","independent","天津高考","2010年天津高考政治试卷原卷版.pdf","天津高考/2010年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"天津","2011","文科数学","arts","independent","天津高考","2011年天津高考文科数学试卷原卷版.pdf","天津高考/2011年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2011","理科数学","science","independent","天津高考","2011年天津高考理科数学试卷原卷版.pdf","天津高考/2011年天津高考理科数学试卷原卷版.pdf",""
"天津","2011","政治","","independent","天津高考","2011年天津高考政治试卷原卷版.pdf","天津高考/2011年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"天津","2012","文科数学","arts","independent","天津高考","2012年天津高考文科数学试卷原卷版.pdf","天津高考/2012年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2012","理科数学","science","independent","天津高考","2012年天津高考理科数学试卷原卷版.pdf","天津高考/2012年天津高考理科数学试卷原卷版.pdf",""
"天津","2012","政治","","independent","天津高考","2012年天津高考政治试卷原卷版.pdf","天津高考/2012年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"天津","2013","文科数学","arts","independent","天津高考","2013年天津高考文科数学试卷原卷版.pdf","天津高考/2013年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2013","理科数学","science","independent","天津高考","2013年天津高考理科数学试卷原卷版.pdf","天津高考/2013年天津高考理科数学试卷原卷版.pdf",""
"天津","2013","政治","","independent","天津高考","2013年天津高考政治试卷原卷版.pdf","天津高考/2013年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"天津","2014","文科数学","arts","independent","天津高考","2014年天津高考文科数学试卷原卷版.pdf","天津高考/2014年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2014","理科数学","science","independent","天津高考","2014年天津高考理科数学试卷原卷版.pdf","天津高考/2014年天津高考理科数学试卷原卷版.pdf",""
"天津","2014","政治","","independent","天津高考","2014年天津高考政治试卷原卷版.pdf","天津高考/2014年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"天津","2015","文科数学","arts","independent","天津高考","2015年天津高考文科数学试卷原卷版.pdf","天津高考/2015年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2015","理科数学","science","independent","天津高考","2015年天津高考理科数学试卷原卷版.pdf","天津高考/2015年天津高考理科数学试卷原卷版.pdf",""
"天津","2015","政治","","independent","天津高考","2015年天津高考政治试卷原卷版.pdf","天津高考/2015年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"天津","2016","文科数学","arts","independent","天津高考","2016年天津高考文科数学试卷原卷版.pdf","天津高考/2016年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2016","理科数学","science","independent","天津高考","2016年天津高考理科数学试卷原卷版.pdf","天津高考/2016年天津高考理科数学试卷原卷版.pdf",""
"天津","2016","政治","","independent","天津高考","2016年天津高考政治试卷原卷版.pdf","天津高考/2016年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"天津","2017","文科数学","arts","independent","天津高考","2017年天津高考文科数学试卷原卷版.pdf","天津高考/2017年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2017","理科数学","science","independent","天津高考","2017年天津高考理科数学试卷原卷版.pdf","天津高考/2017年天津高考理科数学试卷原卷版.pdf",""
"天津","2017","政治","","independent","天津高考","2017年天津高考政治试卷原卷版.pdf","天津高考/2017年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"天津","2018","文科数学","arts","independent","天津高考","2018年天津高考文科数学试卷原卷版.pdf","天津高考/2018年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2018","理科数学","science","independent","天津高考","2018年天津高考理科数学试卷原卷版.pdf","天津高考/2018年天津高考理科数学试卷原卷版.pdf",""
"天津","2018","政治","","independent","天津高考","2018年天津高考政治试卷原卷版.pdf","天津高考/2018年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"天津","2019","文科数学","arts","independent","天津高考","2019年天津高考文科数学试卷原卷版.pdf","天津高考/2019年天津高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"天津","2019","理科数学","science","independent","天津高考","2019年天津高考理科数学试卷原卷版.pdf","天津高考/2019年天津高考理科数学试卷原卷版.pdf",""
"天津","2019","政治","","independent","天津高考","2019年天津高考政治试卷原卷版.pdf","天津高考/2019年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"天津","2020","数学","unified","independent","天津高考","2020年天津高考数学试卷原卷版.pdf","天津高考/2020年天津高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"天津","2020","政治","","independent","天津高考","2020年天津高考政治试卷原卷版.pdf","天津高考/2020年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"天津","2021","数学","unified","independent","天津高考","2021年天津高考数学试卷原卷版.pdf","天津高考/2021年天津高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"天津","2021","政治","","independent","天津高考","2021年天津高考政治试卷原卷版.pdf","天津高考/2021年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"天津","2022","数学","unified","independent","天津高考","2022年天津高考数学试卷原卷版.pdf","天津高考/2022年天津高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"天津","2022","政治","","independent","天津高考","2022年天津高考政治试卷原卷版.pdf","天津高考/2022年天津高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"天津","2023","数学","unified","independent","天津高考","2023年天津高考数学试卷原卷版.pdf","天津高考/2023年天津高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
